Altitude_ft,ISA_Deviation_K,N2_RPM,Degradation_Index,Fuel_Flow_kgs,P2_Pa,T2_K,P3_Pa,T3_K,W3_kgs,P4_Pa,T4_K,P5_Pa,T5_K,P9_Pa,T9_K,Mach_9,Stall_Margin
0.0,15.0,28000.0,0.0,0.21000000000000002,101325.0,303.15,166892.61236154207,318.6615194339699,1.0223425300797886,160216.9078670804,1420.0,24032.536180062056,1249.6304133804063,101325.0,1249.6304133804063,0.0,0.8067545660439167
0.0,15.0,33000.0,0.0,0.2385714285714286,101325.0,303.15,193654.15277319337,323.4361753383077,1.3981117468227786,185907.98666226564,1477.1428,27886.197999339845,1251.5869964913259,101325.0,1251.5869964913259,0.0,0.8308045887204472
0.0,15.0,35000.0,0.0,0.25,101325.0,303.15,204359.25830440075,325.18113540329773,1.5648165358795847,196184.8879722247,1500.0,29427.733195833705,1253.6810139883635,101325.0,1253.6810139883635,0.0,0.838902813089384
0.0,15.0,20000.0,0.2,0.16428571428571428,101325.0,303.15,124074.20705837049,309.35280778226394,0.5428914875284789,119111.23877603567,1328.5714,17866.68581640535,1261.7903654933934,101325.0,1261.7903654933934,0.0,0.7467421325119852
0.0,15.0,28000.0,0.2,0.21000000000000002,101325.0,303.15,166892.61236154207,318.6615194339699,1.0223425300797886,160216.9078670804,1420.0,24032.536180062056,1250.9738235046916,101325.0,1250.9738235046916,0.0,0.8020026291433573
0.0,15.0,33000.0,0.2,0.2385714285714286,101325.0,303.15,193654.15277319337,323.4361753383077,1.3981117468227786,185907.98666226564,1477.1428,27886.197999339845,1253.3504419443937,101325.0,1253.3504419443937,0.0,0.8266440458201303
0.0,15.0,35000.0,0.2,0.25,101325.0,303.15,204358.79835546092,325.18106221509413,1.564813013964223,196184.4464212425,1500.0,29427.666963186373,1255.6015359540945,101325.0,1255.6015359540945,0.0,0.8349418125314628
0.0,15.0,20000.0,0.5,0.16428571428571428,101325.0,303.15,124074.20705837049,309.35280778226394,0.5428914875284789,119111.23877603567,1328.5714,17866.68581640535,1262.6003424058008,101325.0,1262.6003424058008,0.0,0.7370428950337208
0.0,15.0,28000.0,0.5,0.21000000000000002,101325.0,303.15,166892.61236154207,318.6615194339699,1.0223425300797886,160216.9078670804,1420.0,24032.536180062056,1252.9900399208352,101325.0,1252.9900399208352,0.0,0.7944197511105497
0.0,15.0,33000.0,0.5,0.2385714285714286,101325.0,303.15,193654.15277319337,323.4361753383077,1.3981117468227786,185907.98666226564,1477.1428,27886.197999339845,1255.997500260691,101325.0,1255.997500260691,0.0,0.820004881617497
0.0,15.0,35000.0,0.5,0.25,101325.0,303.15,204358.79835546092,325.18106221509413,1.564813013964223,196184.4464212425,1500.0,29427.666963186373,1258.483477559236,101325.0,1258.483477559236,0.0,0.8286204351390507
0.0,15.0,20000.0,0.8,0.16428571428571428,101325.0,303.15,124074.20705837049,309.35280778226394,0.5428914875284789,119111.23877603567,1328.5714,17866.68581640535,1263.4105317408173,101325.0,1263.4105317408173,0.0,0.7265711519155946
0.0,15.0,28000.0,0.8,0.21000000000000002,101325.0,303.15,166892.61236154207,318.6615194339699,1.0223425300797886,160216.9078670804,1420.0,24032.536180062056,1255.0075778126377,101325.0,1255.0075778126377,0.0,0.7862329270397309
0.0,15.0,33000.0,0.8,0.2385714285714286,101325.0,303.15,193654.15277319337,323.4361753383077,1.3981117468227786,185907.98666226564,1477.1428,27886.197999339845,1258.6468267410235,101325.0,1258.6468267410235,0.0,0.8128369344252734
0.0,15.0,35000.0,0.8,0.25,101325.0,303.15,204358.79835546092,325.18106221509413,1.564813013964223,196184.4464212425,1500.0,29427.666963186373,1261.3681006236066,101325.0,1261.3681006236066,0.0,0.8217955852109599
0.0,35.0,20000.0,0.0,0.16428571428571428,101325.0,323.15,124074.18872769871,329.76202658065273,0.5258231390197398,119111.22117859076,1328.5714,17866.683176788614,1261.2505466596451,101325.0,1261.2505466596451,0.0,0.7399757990038203
0.0,35.0,28000.0,0.0,0.21000000000000002,101325.0,323.15,166892.56748208503,339.684866356428,0.9902002818188705,160216.86478280163,1420.0,24032.529717420242,1249.6304990968,101325.0,1249.6304990968,0.0,0.795587688462671
0.0,35.0,33000.0,0.0,0.2385714285714286,101325.0,323.15,193654.09017524178,344.774523114158,1.3541553323767679,185907.9265682321,1477.1428,27886.188985234814,1251.5870994282698,101325.0,1251.5870994282698,0.0,0.8206894295925387
0.0,35.0,35000.0,0.0,0.25,101325.0,323.15,204358.72775378008,346.6345262227785,1.515615512199402,196184.37864362888,1500.0,29427.656796544332,1253.6818413493675,101325.0,1253.6818413493675,0.0,0.8291752719336951
